1 Bedroom Apartment for Rent Steps to Victoria Park Station!,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/73/73544705-67e0-43bc-8f7d-d4f2dda02e5e?rule=kijijica-200-jpg,01-09-2022,City of Toronto,Beds:                                                     1,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...                                                                                                                                                                                                                                                                                    Proudly Managed by Realstar Management! Cambridge Place Apartments Offers Bachelor, 1, 1-Bedroom Large, 2 and 3-Bedroom Suites! Office Open Daily!",1925.0,$
2 Bedroom - 890 Mount Pleasant Road - Near Yonge and Eglinton!,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/bf/bfe5ed30-75ed-4fb0-be93-21f68b492488?rule=kijijica-200-jpg,24-09-2022,City of Toronto,Beds:                                                     2,"Quaint community charm, close to schools and hospitals! Two-Bedroom available November Monthly rent from $2,150 plus electricity Parking is $110 - 135 monthly HOMESTEAD LAND HOLDINGS 890 MOUNT ...",2150.0,$
Scarborough 1 Bedroom Apartment for Rent - 1340 Danforth Road,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/75/7564263b-d56a-44d5-bdf4-4c470ded5cd8?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Open House Incentives! (647) 696-7899Virtual Open House: View ...",1734.0,$
Yonge & Eglinton with direct access to subway 2 beds +  2 baths,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c9/c93471e6-8026-4a05-bae8-eb9056997a00?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"BRAND NEW CONDO WITH DIRECT ACCESS TO SUBWAY AT YONGE & EGLINTON. TWO BEDROOMS, TWO BATHROOMS WITH HUGE BALCONY OF 150SQ.F GORGEOUS VIEW - HIGH FLOOR! STORAGE AVAILABLE",,Please Contact
2 Bedroom Bsmt w/ Sep Entrance for Rent Morningside & McNicoll,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d4/d4aa8b5c-1534-437f-ba9a-0fc44fe365fa?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"2 Bedroom Basement w/ Separate Entrance for Rent Morningside & McNicoll 8 Seasons Dr, M1X 1X4, Scarborough, ON $1900 + 30% Utilities (Water, Gas, Hydro) An All-Inclusive Rent Price can be negotiated ...",1900.0,$
Scar Lower flr 4bdrm+2br,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bd31c593-74fc-41c0-92fe-ef3c81da8ade?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,Additional Details: * Utilities Excluded Rent +50% Utilities * 4 bedroom+2 bathroom+2 car parking bungalow. please note No Pets and No Smoking/NO VAPING/NO WEEDS prohibited inside the house. Don’t ...,2500.0,$
near stc Lower flr 4bdrm+2br,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ee/ee76935a-2898-4ca6-a172-85575137d076?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,Additional Details: * Utilities Excluded Rent +50% Utilities * 4 bedroom+2 bathroom+2 car parking bungalow. please note No Pets and No Smoking/NO VAPING/NO WEEDS prohibited inside the house. Don’t ...,2500.0,$
For Rent: Ground-floor furnished studio apartment with backyard,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4a/4acc1976-d391-44a8-b12c-7b23d2778862?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     Bachelor/Studio,"Spacious, furnished, beautiful ground-floor studio apartment with backyard and private laundry amenities. All utilities included. Single tenant only. Studio features: - Furnishing - Fridge - Cooktop ...",1600.0,$
Lower flr 4bdrm+2br-midland/sheppard,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7a/7a74213c-9f67-492d-a139-1b57db5f2d77?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,Additional Details: * Utilities Excluded Rent +50% Utilities * 4 bedroom+2 bathroom+2 car parking bungalow. please note No Pets and No Smoking/NO VAPING/NO WEEDS prohibited inside the house. Don’t ...,2500.0,$
midland/sheppard-4bdrm+2br lower flr house,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/aa/aa37c560-6ea0-475d-9535-7333557be8c3?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,Additional Details: * Utilities Excluded Rent +50% Utilities * 4 bedroom+2 bathroom+2 car parking bungalow. please note No Pets and No Smoking/NO VAPING/NO WEEDS prohibited inside the house. Don’t ...,2500.0,$
ROOM FOR RENT (MASTER BEDROOMS X3) CENTRAL AREA,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ef/efb5a840-6c98-48c5-9a11-203cfb966a1b?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3 + Den,"Massive massive Master bedroom with TWO walk-in closets and full washroom with double sink, hot tub and standing shower. The house has 4 bedrooms with full washrooms. Each room is big enough to fit ...",700.0,$
Beautiful Master Bedroom for rent in North York,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/22/22830899-4dff-4b59-88d1-4297ecd15ae6?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"353 Goldenwood Rd, North York, ON $1100 Master bedroom with a walk out backyard and garden plus a floor to ceiling window. $1000 sub master bedroom that comes furnished with the most expensive ...",1100.0,$
2 Bedroom second floor apartment,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8f/8f1aa52a-da6e-4038-a075-40cbeaed7bf6?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,2-Bedroom Second-Floor Apartment: located on Emerson Ave. Bloor Street and Lansdowne Ave. in the up-and-coming neighbourhood of Dovercourt. Wallace-Emerson Junction Bloordale. It is a quiet ...,2450.0,$
"Amazing 1 Bedroom + Parking, Etobicoke, Islington SubwayRent",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ae/ae7a45d0-1689-408a-accd-0d20c4fb0dfd?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"If you are looking for a luxurious modern condo with breathtaking views, yet in a quiet area near subway, this is it! This stunning One Bedroom suite in the trendy Islington Village at 3 Michael ...",2350.0,$
Scarborough 5 Bedroom House For rent (7*Historic Terrace),https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/de/de707042-01a1-4292-b321-527e726bba9f?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     5+,"[Housing Information] SC 1] Address: 7* Historic Terrace, Scarborough, 2] Area: 2000 3] Check-in time: 09.22 4) Rental period: one year 5) Rental requirements: $3300 (five bedrooms and three ...",3300.0,$
Second Floor of Townhouse for Rent 2 Bedrooms Grange Chinatown,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/74/7492c42a-511e-4470-98ce-a0b1ab2927f3?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Two Bedrooms Second Floor Unit for Rent - Second floor of townhouse for rent, this is a self-contained unit. - Separate Entrance - Centrally located downtown Toronto at Grange Ave and Beverly St ...",2800.0,$
Beautiful 3 Bedroom Basement in Scarborough,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4d/4d740971-9f7a-403d-8ce8-97848b081e5c?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"In Safe & Quiet Community - A 3 bedroom spacious basement. Close To 401, Just One Minute From Brooks Rd Park, 5 Minutes To Bus Stop, Very Close To U Of T, Centennial College, And Centennial Hospital. ...",2500.0,$
1.5 Basement bedroom on rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e3/e38adb03-a0f7-48d9-8590-4492ead41a61?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,Located near 135 Fenelon dr. Newly renovated a year back. Excellent locations. TTC on the doorstep to the york mill subway. School is just 2 mins walk. Utilities 50% . Rent First & last month. ...,1500.0,$
"2 bedroom condo near Fairview Mall for rent $3,000",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3c/3c547f5d-154a-4e1c-aafe-f65903ceb3fc?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Nice 2- bedroom corner suite (770 sqft) with great SE view, recently built luxury condo with modern appliances, great location for working professionals, steps away from subway station, Fairview ...",3000.0,$
Midtown Luxury condo : 2+1B/2B/2L + 1P+1Locker,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a3/a303a7ab-7337-4e78-bdb9-790bc5e7b3a8?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2 + Den,Add: 8 Eglinton Ave east 3) Check-in time: December 4) Rental period: 1 year 5) Rental requirements: EMT or check 7] Area: 724+257sqft balcony 8) Location: large wrap-around balcony. 9' ceiling. City ...,3000.0,$
Beautiful 3 Bedroom Basement in Scarborough,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/50/50e4d64e-502f-4950-a91f-56ae8ee7ab8a?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"In Safe & Quiet Community - A 3 bedroom spacious basement. Close To 401, Just One Minute From Brooks Rd Park, 5 Minutes To Bus Stop, Very Close To U Of T, Centennial College, And Centennial Hospital. ...",2500.0,$
One bedroom Penthouse Condo for rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/0401b75c-b465-48b4-9906-4bcc9f87734e?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,For lease one bedroom condominium apartment in North York Discover condo at Mel Lastman & Meridian Art Centre Bright and specious penthouse one bedroom unit Unobstructed Northwest view from private ...,2200.0,$
Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ef/eff935ba-d724-4e1e-b618-b2f0e325dd0a?rule=kijijica-200-jpg,28-09-2022,Toronto,Beds:                                                     2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ...                                                                                                                                                                                                                                                                                    Beatifully renovated large apartments for rent Dowtown Toronto",2575.0,$
Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/27/27924643-a22c-43d3-ac03-4028f3de06ac?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...",2575.0,$
Apartment for Rent $999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1f/1fdd9606-735c-45ee-84aa-71d5e3011f08?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Private bright clean comfortable modest one bedroom in house at entrance to large parks & green space. Central Air, Heat, Hydro, Utilities all included. Laundry, Internet, Parking also included. ...",999.0,$
North York 2 Bedrooms House For Rent (Painswick Cres),https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3a/3aa9229f-8b61-440d-8d55-099bc02bc626?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"【Housing Information】 North York Semi-detached 1st floor, 2 bedrooms, 1 living room, 2 parking spaces, independent kitchen, independent one bathroom 1] Address: 9* Painswick Cres. shappard /Victoria ...",2600.0,$
"One plus Den Condo for rent in Markham, excellent location",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e2/e2053917-c44e-4182-ad9e-032a3959fe64?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,"Excellent Condition Condo 1 Bedroom plus Den • 1 Parking & 1 Locker included • Located at 14th Ave and Markham Road • Stainless steel appliances, including dishwasher • Build in microwave • Large ...",2199.0,$
"One Bedroom Basement Apartment in Scarborough, Ontario",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fb/fb543ffa-ccae-445c-984c-fcb0acaf3e5c?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Close to everything,1600.0,$
Beautiful Stacked Townhouse at Port Union and 401,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/db/db0e1664-cfea-4154-a0ed-9479dd24b0e1?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"Very Nice Neighborhood. 3 bedroom and 2.5 washrooms. Kitchen with granite countertop, S/S fridge, stove and dishwasher. In unit washer & dryer. Laminate floor in living and dining area, Ceramic floor ...",2900.0,$
FURNISHED RM IN SHARED 2BDRM CONDO MIDTOWN,,28-09-2022,City of Toronto,Beds:                                                     2,Am seeking a respectful roomate Only one person No couples Month to Month Possibly oct 1 maybe mid oct or. Must not smoke drink or use drugs No overnight visitors Contact me Jasmine 437-345-9368,1000.0,$
Prime Scarborough Location: Port Union & Lawrence Ave. East,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/df/dfcd1a06-0039-4938-bce9-5ea619cabb4f?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,Gorgeous 3 Bedrooms Semi Detached House for Rent On Very Quiet Court Near Rouge Beach. West Rough Area At Port Union Rd./Lawrence Ave. E. Area. Walking Distance to Rouge Hill Go Station (30 Minutes ...,3150.0,$
Woodbine beach 1+1 condo with balcony,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/68/68225d0e-5e75-4f52-932c-46cf3cb92984?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,"Don’t miss this jewel! Located at 9 boardwalk drive, this Beautiful spacious 1bedroom plus den condo features a huge 200sqft balcony and lakeview. Close to TTC, beaches, parks, shops and toronto ...",2700.0,$
NEW CONDO FOR RENT 901 - 1461 Lawrence Avenue W,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/55/5598d315-f756-45ea-a65c-75107387469e?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,"Brand New Never Lived In Before Condo! One Bedroom Plus Den. Big Den With Door And Windows, Easily Serves As Second Bedroom. Floor To Ceiling Windows. Beautiful Southern City Views! Smooth Ceilings ...",2200.0,$
Luxury Studio Unit Yorkville @ 57 St. Joseph St./ 1000 Bay St.,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/22/2201df40-d922-458b-8af8-cbc0ead14c5a?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     Bachelor/Studio,"Luxury studio condo for rent - great location downtown Toronto. Close proximity from University of Toronto, Ryerson University, Yorkville shopping district, Subway stations, Queen's Park etc Bright ...",2395.0,$
Unique condo with extended private patio on Yonge Lawrence,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2c/2c902087-0df0-4434-9783-42a32cad517f?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Large, Super bright, Luxury living, at Yonge Street Condos featuring large WALKOUT Terrace in luxury boutique condo. HIGHLIGHTS AND FEATURES: • Boutique Building - Yonge At Lawrence Park • Gorgeous ...",2450.0,$
1 Bedroom Apartments for Rent on Bathurst Street,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/25/25a94245-15e5-4d77-97a5-e0d0ec2401da?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ...                                                                                                                                                                                                                                                                                    Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!",1932.0,$
"2 Bedroom Apartments for Rent on Bathurst Street, North York",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/62/626ec0f5-df2a-4fe4-ab9c-d01ee35e081b?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ...                                                                                                                                                                                                                                                                                    Apartments in Toronto for Rent!,2288.0,$
"1 Bedroom Apartments for Rent on Bathurst Street, North York",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/31/3112e855-2952-4f8a-ad64-c88b3805e0b3?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ...                                                                                                                                                                                                                                                                                    Apartments in Toronto for Rent!,1933.0,$
New & Modern 1+Den Condo in Downtown Toronto for Rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/29/29549c2d-e242-4063-9180-cccbef879014?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,"Beautiful 1 Bdrm+Den Southeast View Condo In The Heart Of Downtown Toronto. 5 Min Walk To Dundasyonge Subway. Bright, Open Concept With Functional Layout. Modern Design Kitchen W/Stainless Appliances ...",2800.0,$
Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a2/a21e5021-5d2a-4a8f-97e9-73b57f8037b9?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,1849.0,$
Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/da/da4068a5-4a11-4436-ae91-a7a49725b8a7?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,2349.0,$
Luxury Condo For Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/98/98b67ca2-32b7-4b63-a6dc-76b8d8b76547?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,"Welcome 9th floor suite at The Luxury 3018 Yonge Street! This Is A Stunning 1 Bedroom+Den Condo With A Clear Unobstructed, East Facing View! The Unit Is Filled With Natural Light And Overlooks ...",2800.0,$
Fully Upgraded 3 Bedroom Townhouse - Perfect home for families!,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/98/9812d062-0968-4b52-98ab-ab325e7550d4?rule=kijijica-200-jpg,26-09-2022,City of Toronto,Beds:                                                     3,2029-2055 Victoria Park Avenue Victoria Park Ave. & Ellesmere Rd. Monthly rent: Starting from $3599 Parking: $130 per month/outdoor Suite Features: Thorough cleaning of every suite before move in ...,3599.0,$
"1 Bed Apartment Save $3,700-$5,400- Rent today",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a6/a6e9b965-ae15-4a19-8845-0edd499404f3?rule=kijijica-200-jpg,31-08-2022,City of Toronto,Beds:                                                     1,"These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ...                                                                                                                                                                                                                                                                                    Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!",2459.0,$
"Scarborough 1 Bedroom Apartment for Rent - 3895 Lawrence Avenue,",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/72/724b3214-d243-478d-93e2-824311a31817?rule=kijijica-200-jpg,19-09-2022,City of Toronto,Beds:                                                     1,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House: View our units by clicking the virtual tour ...",2099.0,$
One Bedroom Plus Den Suite  | Niagara West for Rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/59/5913f897-43f9-470d-a8bf-b1b228f397e7?rule=kijijica-200-jpg,07-09-2022,Toronto,Beds:                                                     1,"Utilities Included Sewage Garbage Collection Building Features Elevators Fitness room Public transit Shopping nearby Parks nearby Schools nearby Near Clinics or Hospitals 24 Hour Concierge Service ...                                                                                                                                                                                                                                                                                    Luxury, Pet Friendly Apartments in King West Toronto!",2759.0,$
"1 Bedroom, 1 Bathroom Apartment for Rent - 157 Jameson Avenue",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5a/5a854c64-3181-4dd8-bd3f-9bfbf43826b0?rule=kijijica-200-jpg,19-09-2022,City of Toronto,Beds:                                                     1,Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...                                                                                                                                                                                                                                                                                    2 MONTHS FREE | For move-in on or before June 1. Call us TODAY!,1929.0,$
Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/25/2575339f-5860-479a-b81a-e736d0c54be9?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,1899.0,$
Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ae/aebd8380-1159-48cb-921d-1160e700104e?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     Bachelor/Studio,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,1549.0,$
Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fa/fa61647a-e8f1-43cf-9f59-c4dc46aac913?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,1949.0,$
Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/5c/5ce5c95b-305b-4e86-ac42-5d5ed793c05f?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     Bachelor/Studio,Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...,1599.0,$
Large Victorian House for Rent near Liberty Village,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/85/85679931-191c-42bb-a81e-467158c9693a?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     5+,Large and amazing Victorian house with 5-6 bedrooms over 3 floors. Can easily be converted into 2 large apartments with separate kitchens and laundry. Outdoor decks on every floor including a big ...,6000.0,$
Newly Renovated Basement for Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1e/1e98bfa3-5bca-4f7c-aa76-4507e2ea24f6?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     3,"Brand New 3 Bedroom Basement for Rent *3 rooms available for 3 people* Monthly Rent $2000 Utilities Included Available October 1st, 2022 Separate Entrance Main intersection Kennedy & Danforth Area ...",2000.0,$
Junior one bedroom apartment,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bfff8456-a44b-40e2-b95e-893bfaa8412e?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,Junior one bedroom. Eglinton and Caledonia. Separate entrance. All utilities included. Internet. Coin Laundry on site. Available November 1. Steps to soon to be completed Eglinton Crosstown line.,1100.0,$
JANE /BLACK  CREEK   1 Bedroom  for rent  $ 1500,,28-09-2022,City of Toronto,Beds:                                                     1,"1 bedroom apartment for rent, renovate,spacious living room,separate kitchen,utility include,parking available,coin laundry on site,close to all amenities,bus stop,hwy 400/ 401",1500.0,$
Brand New Condo 2+1  for rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bc/bc674ce4-f6ef-4348-a942-10a19b335364?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2 + Den,"Brand New luxury condo 2+1 between lake Shore and High Park. Very beautiful view. Close access to variety of restaurants,food stores and shopping. Many entertainment facilities, bike through High ...",3340.0,$
1+Den Basement for Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/59/59e37545-0055-4b94-b6d4-7eab85ac4f48?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1 + Den,Basement apartment with separated entrance. Main intersection at Kingston Rd & Eglinton Ave. Three to four minutes walking distance to TTC stop toward Kennedy Subway Station and Go Station. Near ...,1600.0,$
"new 2 bedrooms, 2 bathrooms condo, 1 parking 1 locker for rent",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b4/b40d858c-2942-4bc0-9811-4859d3a82e3c?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"-brand now condo 2 bedrooms, 2 baths, 1 parking -2 full bathrooms - 1 indoor parking, 1 locker -large balcony - walk to Go station, and lake -available on Sept 29 - text or call 647-6083509",2650.0,$
One bedroom apartment for rent near Weston and Finch,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8f/8ff4df1f-95c2-49bf-b5a3-d6aac96d8229?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     1,"Please read the whole ad, I will only answer to questions that are not already here. Looking for a respectful, quiet and responsible tenant. One bedroom basement apartment for rent $1300 per month ...",1300.0,$
"2 Beds, 1 Bath, Condo Downtown Toronto, Heat and Water Included!",https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c8/c8b3811c-61ab-4dac-a5f9-d5e37e8acb88?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Luxurious Vox Condo In The Heart Of Downtown. Steps To Wellesley Subway Station, Walkable To Yorkville, U Of T, Ryerson University, Shops, Restaurants, Entertainment, Grocery, Lcbo & Much More! ...",2990.0,$
4 Bedroom 3 Bath Entire House - Willowdale & Sheppard,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e8/e8e85012-1dac-4a06-acb3-df8e0e17e7ff?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,"AAA+ Tenants only, No Students Familys Preferred My name is Felipe and I specialize in helping qualified tenants secure leases. Due to the current rental market conditions the most efficient way to ...",4000.0,$
4 Bedroom 3 Bath Entire House - Markham,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/895fe536-8c42-43d7-9e96-c0b1f4e06b49?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     4,"AAA+ Tenants only, No Students Familys Preferred My name is Felipe and I specialize in helping qualified tenants secure leases. Due to the current rental market conditions the most efficient way to ...",3300.0,$
Beautiful 2 Bedroom 1 Bathroom Fully Renovated Basement For Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a5/a53167fd-e8a2-4a21-ac10-710d8fbab6c7?rule=kijijica-200-jpg,28-09-2022,City of Toronto,Beds:                                                     2,"Fully Renovated and Fully Upgraded. Beautifully Spacious Basement situated in Toronto's Desirable Neighborhood. Elegant Open Concept layout, Wood Floor throughout, Modern Brand New Kitchen & All ...",2200.0,$
